"version","id","countryid","fieldid","value"
"2014-06-24","12698","93","141","0 bbl/day (2012 est.)"
"2014-06-24","12699","93","142","0 bbl/day (2010 est.)"
"2014-06-24","12700","93","143","0 bbl/day (2010 est.)"
"2014-06-24","12701","93","144","0 bbl (1 January 2013 est.)"
"2014-06-24","12702","93","145","0 bbl/day (2010 est.)"
"2014-06-24","12703","93","146","5,000 bbl/day (2011 est.)"
"2014-06-24","12704","93","147","240 bbl/day (2010 est.)"
"2014-06-24","12705","93","148","4,790 bbl/day (2010 est.)"
"2014-06-24","12706","93","149","0 cu m (2011 est.)"
"2014-06-24","12707","93","150","0 cu m (2010 est.)"
"2014-06-24","12708","93","151","0 cu m (2011 est.)"
"2014-06-24","12709","93","152","0 cu m (2011 est.)"
"2014-06-24","12710","93","153","0 cu m (1 January 2013 est.)"
"2014-06-24","12713","93","95","18% of GDP (2013 est.)<br />18% of GDP (2012 est.)<br />18.4% of GDP (2011 est.)"
"2014-06-24","12715","94","91","$2.516 billion (2009 est.)<br />$2.258 billion (2005 est.)<br />$2.205 billion (2004 est.)"
"2014-06-24","12716","94","33","1.36% (2014 est.)"
"2014-06-24","12717","94","93","2.4% (2005 est.)"
"2014-06-24","12718","94","94","$25,300 (2011 est.)"
"2014-06-24","12740","94","163","1 (2013)"
"2014-06-24","12741","94","34","12.65 births/1,000 population (2014 est.)"
"2014-06-24","12750","94","35","8.09 deaths/1,000 population (2014 est.)"
"2014-06-24","12755","94","120","$2.222 billion (2013 est.)<br />$1.389 billion (2012 est.)"
"2014-06-24","12756","94","127","$533.4 million (2005 est.)"
"2014-06-24","12760","94","123","$3.162 billion (2013 est.)<br />$2.039 billion (2012 est.)"
"2014-06-24","12762","94","100","NA%"
"2014-06-24","12764","94","41","<i>total: </i>11.74 deaths/1,000 live births<br /><i>male: </i>15.44 deaths/1,000 live births<br /><i>female: </i>7.97 deaths/1,000 live births (2014 est.)"
"2014-06-24","12765","94","112","-2% (2013 est.)<br />0.6% (2012 est.)"
"2014-06-24","12767","94","101","51,610<br /><i><b>note:</b> </i>of the 51,610 workers aged 15 and over in the labor force, 32,252 were born in Aruba and 19,353 came from abroad; foreign workers are 38% of the employed population (2007 est.)"
"2014-06-24","12773","94","42","<i>total population: </i>76.35 years<br /><i>male: </i>73.3 years<br /><i>female: </i>79.47 years (2014 est.)"
"2014-06-24","12781","94","36","9.04 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","12786","94","29","110,663 (July 2014 est.)"
"2014-06-24","12792","94","44","1.84 children born/woman (2014 est.)"
"2014-06-24","12794","94","103","6.9% (2005 est.)"
"2014-06-24","12800","94","7","<i>total: </i>180 sq km<br /><i>land: </i>180 sq km<br /><i>water: </i>0 sq km"
"2014-06-24","12802","94","155","43,000 (2012)"
"2014-06-24","12803","94","156","135,000 (2012)"
"2014-06-24","12804","94","161","24,000 (2009)"
"2014-06-24","12805","94","159",".aw"
"2014-06-24","12806","94","50","NA"
"2014-06-24","12807","94","51","NA"
"2014-06-24","12808","94","52","NA"
"2014-06-24","12810","94","160","40,560 (2012)"
"2014-06-24","12811","94","110","67% of GDP (2013)<br />55% of GDP (2012)"
"2014-06-24","12814","94","56","6% of GDP (2011)"
"2014-06-24","12815","94","113","1% (31 December 2010 est.)<br />3% (31 December 2009 est.)"
"2014-06-24","12816","94","114","10.5% (31 December 2013 est.)<br />8.4% (31 December 2012 est.)"
"2014-06-24","12817","94","117","$1.594 billion (31 December 2012 est.)<br />$1.448 billion (31 December 2011 est.)"
"2014-06-24","12820","94","115","$1.022 billion (31 December 2012 est.)<br />$868.5 million (31 December 2011 est.)"
"2014-06-24","12821","94","116","$1.91 billion (31 December 2012 est.)<br />$1.765 billion (31 December 2011 est.)"
"2014-06-24","12826","94","108","24.8% of GDP (2013 est.)"
"2014-06-24","12827","94","109","-7.5% of GDP (2013 est.)"
"2014-06-24","12828","94","60","<i>total: </i>23.2%<br /><i>male: </i>24.1%<br /><i>female: </i>22.9% (2007)"
"2014-06-24","12829","94","132","980 million kWh (2010 est.)"
"2014-06-24","12830","94","133","911.4 million kWh (2010 est.)"
"2014-06-24","12831","94","134","0 kWh (2012 est.)"
"2014-06-24","12832","94","135","0 kWh (2012 est.)"
"2014-06-24","12833","94","136","266,000 kW (2010 est.)"
"2014-06-24","12834","94","137","88.7% of total installed capacity (2010 est.)"
"2014-06-24","12835","94","139","0% of total installed capacity (2010 est.)"
"2014-06-24","12836","94","138","0% of total installed capacity (2010 est.)"
"2014-06-24","12837","94","140","11.3% of total installed capacity (2010 est.)"
"2014-06-24","12838","94","141","2,811 bbl/day (2012 est.)"
"2014-06-24","12839","94","142","0 bbl/day (2010 est.)"
"2014-06-24","12840","94","143","228,800 bbl/day (2010 est.)"
"2014-06-24","12841","94","144","0 bbl (1 January 2013 est.)"
"2014-06-24","12842","94","145","234,200 bbl/day (2010 est.)"
"2014-06-24","12843","94","146","5,661 bbl/day (2011 est.)"
"2014-06-24","12844","94","147","234,200 bbl/day (2010 est.)"
"2014-06-24","12845","94","148","6,725 bbl/day (2010 est.)"
"2014-06-24","12846","94","149","1 cu m (2011 est.)"
"2014-06-24","12847","94","150","1 cu m (2010 est.)"
"2014-06-24","12848","94","151","1 cu m (2011 est.)"
"2014-06-24","12849","94","152","1 cu m (2011 est.)"
"2014-06-24","12850","94","153","0 cu m (1 January 2013 est.)"
"2014-06-24","12853","95","91","$11.4 billion (2013 est.)<br />$11.19 billion (2012 est.)<br />$10.98 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","12854","95","33","0.87% (2014 est.)"
"2014-06-24","12855","95","93","1.9% (2013 est.)<br />1.8% (2012 est.)<br />1.7% (2011 est.)"
"2014-06-24","12856","95","94","$32,000 (2013 est.)<br />$31,800 (2012 est.)<br />$31,500 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","12881","95","163","61 (2013)"
"2014-06-24","12882","95","34","15.65 births/1,000 population (2014 est.)"
"2014-06-24","12891","95","35","7 deaths/1,000 population (2014 est.)"
"2014-06-24","12896","95","120","$960 million (2013 est.)<br />$984 million (2012 est.)"
"2014-06-24","12897","95","127","$17.56 billion (31 December 2013 est.)<br />$16.35 billion (31 December 2012 est.)"
"2014-06-24","12900","95","169","<i>total: </i>2,700 km<br /><i>paved: </i>1,620 km<br /><i>unpaved: </i>1,080 km (2011)"
"2014-06-24","12902","95","123","$3.245 billion (2013 est.)<br />$3.386 billion (2012 est.)"
"2014-06-24","12904","95","100","1.5% (2013 est.)"
"2014-06-24","12906","95","41","<i>total: </i>12.5 deaths/1,000 live births<br /><i>male: </i>12.51 deaths/1,000 live births<br /><i>female: </i>12.49 deaths/1,000 live births (2014 est.)"
"2014-06-24","12907","95","112","1% (2013 est.)<br />2% (2012 est.)"
"2014-06-24","12909","95","101","196,900 (2013 est.)"
"2014-06-24","12915","95","42","<i>total population: </i>71.93 years<br /><i>male: </i>69.48 years<br /><i>female: </i>74.46 years (2014 est.)"
"2014-06-24","12920","95","171","<i>total: </i>1,160<br /><i>by type: </i>barge carrier 1, bulk carrier 238, cargo 170, carrier 2, chemical tanker 87, combination ore/oil 8, container 57, liquefied gas 71, passenger 102, passenger/cargo 26, petroleum tanker 225, refrigerated cargo 97, roll on/roll off 13, specialized tanker 2, vehicle carrier 61<br /><i>foreign-owned: </i>1,063 (Angola 6, Australia 1, Belgium 6, Bermuda 15, Brazil 1, Canada 96, Croatia 1, Cyprus 23, Denmark 69, Finland 8, France 15, Germany 30, Greece 225, Guernsey 6, Hong Kong 3, Indonesia 2, Ireland 3, Italy 1, Japan 88, Jordan 2, Kuwait 1, Malaysia 13, Monaco 8, Montenegro 2, Netherlands 23, Nigeria 2, Norway 186, Poland 34, Saudi Arabia 16, Singapore 7, South Korea 1, Spain 6, Sweden 11, Switzerland 1, Thailand 4, Turkey 3, UAE 23, UK 18, US 109)<br /><i>registered in other countries: </i>6 (Panama 6) (2010)"
"2014-06-24","12924","95","36","0 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","12929","95","29","321,834<br /><i><b>note:</b> </i>estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2014 est.)"
"2014-06-24","12935","95","44","1.97 children born/woman (2014 est.)"
"2014-06-24","12937","95","103","16.2% (2013 est.)<br />14% (2012 est.)"
"2014-06-24","12942","95","7","<i>total: </i>13,880 sq km<br /><i>land: </i>10,010 sq km<br /><i>water: </i>3,870 sq km"
"2014-06-24","12944","95","155","137,000 (2012)"
"2014-06-24","12945","95","156","254,000 (2012)"
"2014-06-24","12946","95","161","115,800 (2009)"
"2014-06-24","12947","95","159",".bs"
"2014-06-24","12948","95","50","3.3% (2012 est.)"
"2014-06-24","12949","95","51","7,000 (2012 est.)"
"2014-06-24","12950","95","52","300 (2012 est.)"
"2014-06-24","12952","95","160","20,661 (2012)"
"2014-06-24","12953","95","119","-$1.372 billion (2013 est.)<br />-$1.424 billion (2012 est.)"
"2014-06-24","12954","95","126","$830 million (31 December 2013 est.)<br />$846.9 million (31 December 2012 est.)"
"2014-06-24","12956","95","118","$NA (31 December 2012 est.)"
"2014-06-24","12958","95","56","NA"
"2014-06-24","12959","95","113","4.5% (1 January 2014 est.)<br />4.5% (31 December 2012 est.)"
"2014-06-24","12960","95","114","4.75% (31 December 2013 est.)<br />4.75% (31 December 2012 est.)"
"2014-06-24","12961","95","117","$9.2 billion (31 December 2013 est.)<br />$8.653 billion (31 December 2012 est.)"
"2014-06-24","12964","95","115","$1.435 billion (31 December 2013 est.)<br />$1.575 billion (31 December 2012 est.)"
"2014-06-24","12965","95","116","$6.329 billion (31 December 2013 est.)<br />$6.088 billion (31 December 2012 est.)"
"2014-06-24","12971","95","108","16.8% of GDP (2012 est.)"
"2014-06-24","12972","95","109","-8.2% of GDP (2012 est.)"
"2014-06-24","12973","95","40","47 deaths/100,000 live births (2010)"
"2014-06-24","12974","95","45","7.7% of GDP (2011)"
"2014-06-24","12977","95","54","34.7% (2008)"
"2014-06-24","12978","95","60","<i>total: </i>30.8%<br /><i>male: </i>29.6%<br /><i>female: </i>32.2% (2012)"
"2014-06-24","12980","95","132","1.93 billion kWh (2010 est.)"
"2014-06-24","12981","95","133","1.795 billion kWh (2010 est.)"
"2014-06-24","12982","95","134","0 kWh (2012 est.)"
"2014-06-24","12983","95","135","0 kWh (2012 est.)"
"2014-06-24","12984","95","136","493,000 kW (2010 est.)"
"2014-06-24","12985","95","137","100% of total installed capacity (2012 est.)"
"2014-06-24","12986","95","139","0% of total installed capacity (2012 est.)"
"2014-06-24","12987","95","138","0% of total installed capacity (2012 est.)"
"2014-06-24","12988","95","140","0% of total installed capacity (2012 est.)"
"2014-06-24","12989","95","141","0 bbl/day (2012 est.)"
"2014-06-24","12990","95","142","0 bbl/day (2010 est.)"
"2014-06-24","12991","95","143","0 bbl/day (2010 est.)"
"2014-06-24","12992","95","144","0 bbl (1 January 2013 est.)"
"2014-06-24","12993","95","145","0 bbl/day (2010 est.)"
"2014-06-24","12994","95","146","36,300 bbl/day (2011 est.)"
"2014-06-24","12995","95","147","41,770 bbl/day (2010 est.)"
"2014-06-24","12996","95","148","64,600 bbl/day (2010 est.)"
"2014-06-24","12997","95","149","0 cu m (2011 est.)"
"2014-06-24","12998","95","150","0 cu m (2010 est.)"
"2014-06-24","12999","95","151","0 cu m (2011 est.)"
"2014-06-24","13000","95","152","0 cu m (2011 est.)"
"2014-06-24","13001","95","153","0 cu m (1 January 2009 est.)"
"2014-06-24","13004","95","95","14.3% of GDP (2013 est.)<br />19.3% of GDP (2012 est.)<br />17.8% of GDP (2011 est.)"
"2014-06-24","13006","96","91","$7.004 billion (2013 est.)<br />$7.056 billion (2012 est.)<br />$7.056 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","13007","96","33","0.33% (2014 est.)"
"2014-06-24","13008","96","93","-0.8% (2013 est.)<br />0% (2012 est.)<br />0.8% (2011 est.)"
"2014-06-24","13009","96","94","$25,100 (2013 est.)<br />$25,400 (2012 est.)<br />$25,400 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","13032","96","163","1 (2013)"
"2014-06-24","13033","96","34","11.97 births/1,000 population (2014 est.)"
"2014-06-24","13042","96","35","8.41 deaths/1,000 population (2014 est.)"
"2014-06-24","13047","96","120","$1.051 billion (2013 est.)<br />$1.039 billion (2012 est.)"
"2014-06-24","13048","96","127","$4.49 billion (2010 est.)<br />$668 million (2003 est.)"
"2014-06-24","13051","96","169","<i>total: </i>1,600 km<br /><i>paved: </i>1,600 km (2011)"
"2014-06-24","13053","96","123","$1.674 billion (2013 est.)<br />$1.584 billion (2012 est.)"
"2014-06-24","13055","96","100","-0.7% (2013 est.)"
"2014-06-24","13057","96","41","<i>total: </i>10.93 deaths/1,000 live births<br /><i>male: </i>12.58 deaths/1,000 live births<br /><i>female: </i>9.26 deaths/1,000 live births (2014 est.)"
"2014-06-24","13058","96","112","2.1% (2013 est.)<br />4.8% (2012 est.)"
"2014-06-24","13060","96","101","141,800 (2013 est.)"
"2014-06-24","13066","96","42","<i>total population: </i>74.99 years<br /><i>male: </i>72.64 years<br /><i>female: </i>77.37 years (2014 est.)"
"2014-06-24","13071","96","171","<i>total: </i>109<br /><i>by type: </i>bulk carrier 23, cargo 52, chemical tanker 13, container 6, passenger 1, passenger/cargo 1, petroleum tanker 8, refrigerated cargo 4, roll on/roll off 1<br /><i>foreign-owned: </i>83 (Canada 11, Greece 14, Iran 5, Lebanon 2, Norway 38, Sweden 4, Syria 1, Turkey 1, UAE 1, UK 6) (2010)"
"2014-06-24","13075","96","36","-0.3 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","13081","96","29","289,680 (July 2014 est.)"
"2014-06-24","13087","96","44","1.68 children born/woman (2014 est.)"
"2014-06-24","13089","96","103","11.4% (2013 est.)<br />11.6% (2012 est.)"
"2014-06-24","13095","96","7","<i>total: </i>430 sq km<br /><i>land: </i>430 sq km<br /><i>water: </i>0 sq km"
"2014-06-24","13097","96","155","144,000 (2012)"
"2014-06-24","13098","96","156","347,000 (2012)"
"2014-06-24","13099","96","161","188,000 (2008)"
"2014-06-24","13100","96","159",".bb"
"2014-06-24","13101","96","50","0.9% (2012 est.)"
"2014-06-24","13102","96","51","1,500 (2012 est.)"
"2014-06-24","13103","96","52","NA (2009 est.)"
"2014-06-24","13105","96","160","1,524 (2012)"
"2014-06-24","13106","96","110","90.5% of GDP (2013 est.)<br />85.6% of GDP (2012 est.)"
"2014-06-24","13107","96","119","-$276.6 million (2013 est.)<br />-$204.4 million (2012 est.)"
"2014-06-24","13108","96","126","$712.6 million (31 December 2013 est.)<br />$839.7 million (31 December 2012 est.)"
"2014-06-24","13111","96","118","$4.495 billion (31 December 2012 est.)<br />$NA (31 December 2011)<br />$4.366 billion (31 December 2010 est.)"
"2014-06-24","13115","96","56","5.6% of GDP (2012)"
"2014-06-24","13116","96","113","7% (31 December 2010 est.)<br />7% (31 December 2009 est.)"
"2014-06-24","13117","96","114","8.5% (31 December 2013 est.)<br />8.7% (31 December 2012 est.)"
"2014-06-24","13118","96","117","$5.035 billion (31 December 2013 est.)<br />$4.874 billion (31 December 2012 est.)"
"2014-06-24","13121","96","115","$1.749 billion (31 December 2013 est.)<br />$1.711 billion (31 December 2012 est.)"
"2014-06-24","13122","96","116","$4.229 billion (31 December 2013 est.)<br />$4.198 billion (31 December 2012 est.)"
"2014-06-24","13128","96","108","27% of GDP (2013 est.)"
"2014-06-24","13129","96","109","-7% of GDP (2013 est.)"
"2014-06-24","13130","96","40","51 deaths/100,000 live births (2010)"
"2014-06-24","13131","96","45","7.7% of GDP (2011)"
"2014-06-24","13134","96","54","34.7% (2008)"
"2014-06-24","13135","96","60","<i>total: </i>26.2%<br /><i>male: </i>24.1%<br /><i>female: </i>28.7% (2003)"
"2014-06-24","13137","96","132","1.002 billion kWh (2011 est.)"
"2014-06-24","13138","96","133","986 million kWh (2010 est.)"
"2014-06-24","13139","96","134","0 kWh (2012 est.)"
"2014-06-24","13140","96","135","0 kWh (2012 est.)"
"2014-06-24","13141","96","136","239,000 kW (2010 est.)"
"2014-06-24","13142","96","137","100% of total installed capacity (2010 est.)"
"2014-06-24","13143","96","139","0% of total installed capacity (2010 est.)"
"2014-06-24","13144","96","138","0% of total installed capacity (2010 est.)"
"2014-06-24","13145","96","140","0% of total installed capacity (2010 est.)"
"2014-06-24","13146","96","141","1,001 bbl/day (2012 est.)"
"2014-06-24","13147","96","142","764.5 bbl/day (2010 est.)"
"2014-06-24","13148","96","143","0 bbl/day (2010 est.)"
"2014-06-24","13149","96","144","2.26 million bbl (1 January 2013 est.)"
"2014-06-24","13150","96","145","31 bbl/day (2010 est.)"
"2014-06-24","13151","96","146","8,339 bbl/day (2011 est.)"
"2014-06-24","13152","96","147","0 bbl/day (2010 est.)"
"2014-06-24","13153","96","148","8,736 bbl/day (2010 est.)"
"2014-06-24","13154","96","149","20 million cu m (2010 est.)"
"2014-06-24","13155","96","150","20 million cu m (2010 est.)"
"2014-06-24","13156","96","151","0 cu m (2011 est.)"
"2014-06-24","13157","96","152","0 cu m (2011 est.)"
"2014-06-24","13158","96","153","113.3 million cu m (1 January 2013 est.)"
"2014-06-24","13161","96","95","9% of GDP (2013 est.)<br />9.4% of GDP (2012 est.)<br />3.4% of GDP (2011 est.)"
"2014-06-24","13163","97","91","$3.083 billion (2013 est.)<br />$3.008 billion (2012 est.)<br />$2.857 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","13164","97","33","1.92% (2014 est.)"
"2014-06-24","13165","97","93","2.5% (2013 est.)<br />5.3% (2012 est.)<br />1.9% (2011 est.)"
"2014-06-24","13166","97","94","$8,800 (2013 est.)<br />$8,800 (2012 est.)<br />$8,500 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","13183","97","179","NA% (2012)<br />1.08% of GDP (2011)<br />NA% (2010)"
"2014-06-24","13191","97","163","47 (2013)"
"2014-06-24","13192","97","34","25.14 births/1,000 population (2014 est.)"
"2014-06-24","13201","97","35","5.95 deaths/1,000 population (2014 est.)"
"2014-06-24","13206","97","120","$633 million (2013 est.)<br />$628.3 million (2012 est.)"
"2014-06-24","13207","97","127","$1.048 billion (31 December 2013 est.)<br />$1.033 billion (31 December 2012 est.)"
"2014-06-24","13210","97","169","<i>total: </i>2,870 km<br /><i>paved: </i>488 km<br /><i>unpaved: </i>2,382 km (2011)"
"2014-06-24","13212","97","123","$864 million (2013 est.)<br />$837.1 million (2012 est.)"
"2014-06-24","13214","97","100","-1% (2013 est.)"
"2014-06-24","13216","97","41","<i>total: </i>20.31 deaths/1,000 live births<br /><i>male: </i>22.78 deaths/1,000 live births<br /><i>female: </i>17.7 deaths/1,000 live births (2014 est.)"
"2014-06-24","13217","97","112","1.3% (2013 est.)<br />1.3% (2012 est.)"
"2014-06-24","13218","97","170","825 km (navigable only by small craft) (2011)"
"2014-06-24","13220","97","101","120,500<br /><i><b>note:</b> </i>shortage of skilled labor and all types of technical personnel (2008 est.)"
"2014-06-24","13226","97","42","<i>total population: </i>68.49 years<br /><i>male: </i>66.88 years<br /><i>female: </i>70.17 years (2014 est.)"
"2014-06-24","13231","97","171","<i>total: </i>247<br /><i>by type: </i>barge carrier 1, bulk carrier 33, cargo 156, chemical tanker 2, liquefied gas 1, passenger/cargo 4, petroleum tanker 9, refrigerated cargo 30, roll on/roll off 10, specialized tanker 1<br /><i>foreign-owned: </i>152 (Bulgaria 1, China 61, Croatia 1, Estonia 1, Greece 2, Iceland 1, Italy 3, Latvia 9, Lithuania 1, Netherlands 1, Norway 2, Russia 30, Singapore 4, Switzerland 1, Syria 4, Thailand 1, Turkey 16, UAE 3, UK 4, Ukraine 6) (2010)"
"2014-06-24","13235","97","36","0 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","13240","97","29","340,844 (July 2014 est.)"
"2014-06-24","13246","97","44","3.02 children born/woman (2014 est.)"
"2014-06-24","13248","97","103","15.5% (2013)<br />11.3% (2012)"
"2014-06-24","13253","97","7","<i>total: </i>22,966 sq km<br /><i>land: </i>22,806 sq km<br /><i>water: </i>160 sq km"
"2014-06-24","13255","97","155","25,400 (2012)"
"2014-06-24","13256","97","156","164,200 (2012)"
"2014-06-24","13257","97","161","36,000 (2009)"
"2014-06-24","13258","97","159",".bz"
"2014-06-24","13259","97","50","1.4% (2012 est.)"
"2014-06-24","13260","97","51","3,100 (2012 est.)"
"2014-06-24","13261","97","52","100 (2012 est.)"
"2014-06-24","13263","97","160","3,392 (2012)"
"2014-06-24","13264","97","110","75.1% of GDP (2013 est.)<br />84.6% of GDP (2012 est.)"
"2014-06-24","13265","97","119","-$32 million (2013 est.)<br />-$28 million (2012 est.)"
"2014-06-24","13266","97","126","$273 million (31 December 2013 est.)<br />$288.9 million (31 December 2012 est.)"
"2014-06-24","13269","97","118","$NA"
"2014-06-24","13273","97","56","6.6% of GDP (2010)"
"2014-06-24","13274","97","113","18% (31 December 2010 est.)<br />12% (31 December 2009 est.)"
"2014-06-24","13275","97","114","11.8% (31 December 2013 est.)<br />12.4% (31 December 2012 est.)"
"2014-06-24","13276","97","117","$1.05 billion (31 December 2013 est.)<br />$1 billion (31 December 2012 est.)"
"2014-06-24","13279","97","115","$573 million (31 December 2013 est.)<br />$551.5 million (31 December 2012 est.)"
"2014-06-24","13280","97","116","$1.3 billion (31 December 2013 est.)<br />$1.222 billion (31 December 2012 est.)"
"2014-06-24","13286","97","108","25.1% of GDP (2013 est.)"
"2014-06-24","13287","97","109","3.5% of GDP (2013 est.)"
"2014-06-24","13288","97","40","53 deaths/100,000 live births (2010)"
"2014-06-24","13289","97","55","6.2% (2011)"
"2014-06-24","13290","97","45","5.7% of GDP (2011)"
"2014-06-24","13293","97","54","33.7% (2008)"
"2014-06-24","13294","97","60","<i>total: </i>19.5%<br /><i>male: </i>13.8%<br /><i>female: </i>28.8% (2005)"
"2014-06-24","13296","97","132","524.2 million kWh (2010 est.)"
"2014-06-24","13297","97","133","630 million kWh (2011 est.)"
"2014-06-24","13298","97","134","0 kWh (2012 est.)"
"2014-06-24","13299","97","135","171 million kWh (2011 est.)"
"2014-06-24","13300","97","136","178,100 kW (2010 est.)"
"2014-06-24","13301","97","137","51.1% of total installed capacity (2010 est.)"
"2014-06-24","13302","97","139","32% of total installed capacity (2010 est.)"
"2014-06-24","13303","97","138","0% of total installed capacity (2010 est.)"
"2014-06-24","13304","97","140","16.9% of total installed capacity (2010 est.)"
"2014-06-24","13305","97","141","3,239 bbl/day (2012 est.)"
"2014-06-24","13306","97","142","4,345 bbl/day (2010 est.)"
"2014-06-24","13307","97","143","0 bbl/day (2010 est.)"
"2014-06-24","13308","97","144","6.7 million bbl (1 January 2013 est.)"
"2014-06-24","13309","97","145","0 bbl/day (2010 est.)"
"2014-06-24","13310","97","146","7,044 bbl/day (2011 est.)"
"2014-06-24","13311","97","147","0 bbl/day (2010 est.)"
"2014-06-24","13312","97","148","3,493 bbl/day (2010 est.)"
"2014-06-24","13313","97","149","0 cu m (2011 est.)"
"2014-06-24","13314","97","150","0 cu m (2010 est.)"
"2014-06-24","13315","97","151","0 cu m (2011 est.)"
"2014-06-24","13316","97","152","0 cu m (2011 est.)"
"2014-06-24","13317","97","153","0 cu m (1 January 2013 est.)"
"2014-06-24","13323","97","95","31.2% of GDP (2013 est.)<br />29.2% of GDP (2012 est.)<br />28.2% of GDP (2011 est.)"
"2014-06-24","13325","98","91","$500 million (2010 est.)"
"2014-06-24","13326","98","33","2.36% (2014 est.)"
"2014-06-24","13327","98","93","1.3% (2010 est.)<br />-0.6% (2008 est.)"
"2014-06-24","13328","98","94","$42,300 (2010 est.)"
"2014-06-24","13350","98","163","4 (2013)"
"2014-06-24","13351","98","34","10.83 births/1,000 population (2014 est.)"
"2014-06-24","13358","98","35","4.93 deaths/1,000 population (2014 est.)"
"2014-06-24","13363","98","120","$26 million (2012 est.)<br />$25 million (2011 est.)"
"2014-06-24","13364","98","127","$36.1 million (1997)"
"2014-06-24","13367","98","169","<i>total: </i>200 km<br /><i>paved: </i>200 km (2007)"
"2014-06-24","13369","98","123","$310 million (2012 est.)<br />$320 million (2011 est.)"
"2014-06-24","13371","98","100","3% (2013 est.)"
"2014-06-24","13373","98","41","<i>total: </i>13.45 deaths/1,000 live births<br /><i>male: </i>15.31 deaths/1,000 live births<br /><i>female: </i>11.49 deaths/1,000 live births (2014 est.)"
"2014-06-24","13374","98","112","1.6% (2013 est.)<br />2.2% (2012 est.)"
"2014-06-24","13376","98","101","12,770 (2004)"
"2014-06-24","13382","98","42","<i>total population: </i>78.29 years<br /><i>male: </i>76.99 years<br /><i>female: </i>79.66 years (2014 est.)"
"2014-06-24","13390","98","36","17.69 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","13395","98","29","32,680 (July 2014 est.)"
"2014-06-24","13401","98","44","1.25 children born/woman (2014 est.)"
"2014-06-24","13403","98","103","8.7% (2010 est.)"
"2014-06-24","13409","98","7","<i>total: </i>151 sq km<br /><i>land: </i>151 sq km<br /><i>water: </i>0 sq km<br /><i><b>note:</b> </i>comprised of 16 inhabited and more than 20 uninhabited islands; includes the islands of Tortola, Anegada, Virgin Gorda, Jost van Dyke"
"2014-06-24","13411","98","155","12,268 (2012)"
"2014-06-24","13412","98","156","48,700 (2012)"
"2014-06-24","13413","98","161","4,000 (2002)"
"2014-06-24","13414","98","159",".vg"
"2014-06-24","13415","98","50","NA"
"2014-06-24","13416","98","51","NA"
"2014-06-24","13417","98","52","NA"
"2014-06-24","13419","98","160","505 (2012)"
"2014-06-24","13420","98","119","$362.6 million (2010 est.)<br />$279.8 million (2010 est.)"
"2014-06-24","13423","98","56","4.4% of GDP (2010)"
"2014-06-24","13430","98","108","27.4% of GDP (2013 est.)"
"2014-06-24","13431","98","109","0% of GDP (2013 est.)"
"2014-06-24","13432","98","132","50 million kWh (2010 est.)"
"2014-06-24","13433","98","133","46.5 million kWh (2010 est.)"
"2014-06-24","13434","98","134","0 kWh (2012 est.)"
"2014-06-24","13435","98","135","0 kWh (2012 est.)"
"2014-06-24","13436","98","136","44,000 kW (2010 est.)"
"2014-06-24","13437","98","137","100% of total installed capacity (2010 est.)"
"2014-06-24","13438","98","139","0% of total installed capacity (2010 est.)"
"2014-06-24","13439","98","138","0% of total installed capacity (2010 est.)"
"2014-06-24","13440","98","140","0% of total installed capacity (2010 est.)"
"2014-06-24","13441","98","141","0 bbl/day (2012 est.)"
"2014-06-24","13442","98","142","0 bbl/day (2010 est.)"
"2014-06-24","13443","98","143","0 bbl/day (2010 est.)"
"2014-06-24","13444","98","144","0 bbl (1 January 2013 est.)"
"2014-06-24","13445","98","145","0 bbl/day (2010 est.)"
"2014-06-24","13446","98","146","1,000 bbl/day (2011 est.)"
"2014-06-24","13447","98","147","0 bbl/day (2010 est.)"
"2014-06-24","13448","98","148","773 bbl/day (2010 est.)"
"2014-06-24","13449","98","149","0 cu m (2011 est.)"
"2014-06-24","13450","98","150","0 cu m (2010 est.)"
"2014-06-24","13451","98","151","0 cu m (2011 est.)"
"2014-06-24","13452","98","152","0 cu m (2011 est.)"
"2014-06-24","13453","98","153","0 cu m (1 January 2013 est.)"
"2014-06-24","13456","99","91","$2.25 billion (2008 est.)<br />$2.23 billion (2003 est.)"
"2014-06-24","13457","99","33","2.14% (2014 est.)"
"2014-06-24","13458","99","93","1.1% (2008 est.)<br />0.9% (2004 est.)"
"2014-06-24","13459","99","94","$43,800 (2004 est.)"
